"Company Name",Address,Place,Zip,Sector,Product,Website,Region
"China Solar Power CSP aka General Solar Power Yantai Co Ltd",,China,,Solar,"A Chinese thin film solar module manufacturer",,
"China Solar Tower Development",,China,,Solar,"Joint venture for development of solar towers in China, announced in the planning stage in October 2004.",,
"China Technology Development Corporation",,"Tortola, China",310012,"Renewable Energy,Solar","Chinese company that focuses on providing renewable energy solutions with a specific focus on solar energy.",,
"China Technology Development Group Corporation",,"Hong Kong, Hong Kong",,Solar,"Chinese manufacturer of hardware and softwares,diversifying into solar by partnering with Terra Solar Global to introduce tin oxide (SnO2) base plate for BIPV products.",,
"China Technology Solar Power Holdings Ltd",,"Hong Kong",,Solar,"China-based solar project developer, which is actively planning projects in Qinghai Province.",,
"China Titans Energy Technology Group Co Ltd",,"Zhuhai, Guangdong Province, China",,"Solar,Vehicles,Wind energy","China-based power electronics company that manufacturers and supplies power grid montioring and management products, charging equipment for electric vehicles and wind and solar power generation control products.",,
"Chinese Renewable Energy Society CRES formerly Chinese Solar Energy Society",,"Beijing, Beijing Municipality, China",,"Renewable Energy,Solar","National academic association in renewable energy industry, formerly China Solar Energy society.",,
"Chofu Seisakusho Co Ltd",,"Shimonoseki, Yamaguchi, Japan","752 8555",Solar,"Japanese manufacturer of solar water heaters, air conditioners, and oil and gas-fired water heaters.",,
"Choice Electric Co",,"Murwillumbah, New South Wales, Australia",2484,Solar,"Agency for Sharp solar (the largest solar panel producer in the world), Fronius, and Unitrac.",,
"Chongqing Wanli Storage Battery Co",,"Chongqing Municipality, China",,"Solar,Vehicles,Wind energy","The scope of Wanli's power storage business includes batteries made for electric motorcycles and industrial vehicles, boats, and cars. It also includes batteries to store power from solar or wind power plants.",,
"Chroma ATE Inc",,Taiwan,92618-2009,"Solar,Vehicles","Taiwan-based Chroma ATE Inc is a leading worldwide provider of test and measurement solutions including for electric vehicles and the solar and LED industries.",,
Chromagen,,Israel,30097,Solar,"Israrl-based company focused on design, manufacture and distribution of solar thermal water heating systems.",,
Chromasun,,"San Jose, California",,Solar,"California rooftop linear Fresnel optic-based solar thermal air conditioning systems maker.",,
"Chuckawalla Valley State Prison",,"Blythe, California",92226,Solar,"Prison located in Chuckawalla Valley, California. It is a power purchaser of the solar PV array located at the prison, but owned and maintained by SunEdison.",,
"Cima NanoTech",,"St. Paul, Minnesota",55114-1067,Solar,"A US based manufacturer and researcher of nanomaterials, including nanoparticle conductive inks and transparent conductive coatings for solar cells.",,
"City Solar AG",,"Bad Kreuznach, Germany",D-55543,"Services,Solar","Provides turnkey construction services for large-scale PV power plants, also has a division called City Solar Invest to develop its own plants.",,
"City of San Diego Environmental Services Department",,"San Diego, California",92123,"Services,Solar","City of San Diego's environmental services department. It is a power purchaser of electricity generated by a 0.9MW solar PV array located at its Alvarado water treatment plant.",,
"Civitas Energy","201 E 69th St, Suite 7S","New York, New York",10021,Solar,"Solar Energy",http://CivitasEnergy.com,"Northeast - NY NJ CT PA Area"
"Cixi Renhe Photovoltaic Electrical Appliance Co Ltd",,"Cixi, Zhejiang Province, China",315322,Solar,"Zhejiang-based product manufacturer for solar modules.",,
"Clairvoyant Energy",,"Santa Barbara, California",,"Services,Solar","Clairvoyant Energy builds, owns and operates solar photovoltaic systems. It provides engineering, design, installation and finance services.",,
"Clarian Power",,"Seattle, Washington",,Solar,,http://www.clariantechnologies.com/main/page_home.html,
"Clayton Homes","5000 Clayton Road","Maryville, Tennessee,United States",37804,"Services,Solar",,https://www.claytonhomes.com,
"Clean Energy Business Network","805 15th Street, NW
Suite 708
Washington, DC 20005","Washington, DC,United States",20005,"Renewable Energy,Solar",,http://www.cebn.org,
"Clean Energy Project Builder",,"United States,Saint Paul, MN",,"Renewable Energy,Solar,Wind energy","Distributed Wind Installation",https://www.cleanenergyprojectbuilder.org/,
"Clean Energy Trust","20 N Wacker Drive Suite 734
Chicago, IL 60606","Chicago, Illinois,United States",60606,"Renewable Energy,Solar",,http://cleanenergytrust.org,
"Clean Energy Venture Group","50 Milk Street, Boston MA 02109","Boston, Massachusetts,United States",02109,"Renewable Energy,Solar",,http://www.cevg.com,
"Clean Hydrogen Producers Ltd CHP",,"Geneva, Switzerland",1209,"Hydropower,Hydrogen,Solar","Swiss manufacturer of Solar Water Cracker technology, which apparently cracks water into hydrogen and oxygen using solar energy.",,
"Clean Power Concepts",,"Vancouver, British Columbia, Canada","V6B 1G1","Hydropower,Solar,Wind energy","Clean Power aims to be a one-stop shop for retail, business-to-business and e-commerce sales of wind, solar, and hydroelectric generators. The company plans to open its first retail branch in western Canada in June.",,
"Clean Power Finance",,"San Francisco, California",94103-4004,"Services,Solar","A San Francisco-based consultancy that provides turnkey services to business and retail consumers who want to go solar and need to select an installer and a financier.",,
"Cleantech America Inc",,"San Francisco, California",94114,Solar,"US-based solar project developer.",,
"Cleantech Concepts","520 Arlington Ave
Berkeley, California 94707","Berkeley, California,United States",94707,"Renewable Energy,Solar",,http://www.cleantechconcepts.com/,
"Cleantech Rising","525 S. Hewitt Street, Los Angeles CA 94062","Los Angeles, California,United States",94062,"Renewable Energy,Solar",,http://cleantechrising.com,
"Cleantech San Diego","2159 India St, San Diego CA 92101","San Diego, California,United States",92101,"Renewable Energy,Solar",,http://www.cleantechsandiego.org/sdrein,
"Clear Skies Group Inc Holdings Inc",,"New York",,Solar,"Designs and installs photovoltaic, solar thermal and co-generation power generation systems for domestic use.",,
"ClearSpot Energy",,,,Solar,"US-based solar project developer for rooftop commercial installations.",,
"Climatic Solar","650 2nd Lane","Vero Beach, Florida",32962,Solar,"solar energy systems",http://www.climaticsolar.com/,
Clipsol,,"AIX-LES-BAINS, France",73100,Solar,"France-based, solar heater producer.",,
"Clover Solar Pvt Ltd",,"Mumbai, Maharashtra, India",400021,Solar,"Mumbai-based solar project developer.",,
"Club for Rural Electrification",,"Freiburg, Germany",79114,Solar,"An industry association of German companies in the field of solar energy for the purpose of rural electrification.",,
"Cnano Technology Ltd",,"Menlo Park, California",94025,"Carbon,Efficiency,Solar","US-based manufacturer of carbon nanotubes that may be embedded into solar cells to improve efficiency.",,
"Cogeneration Technologies",,"Houston, Texas",77070,"Biomass,Solar","Provides efficient systems in the fields of demand management, biofuel, biomass and solar CHP systems.",,
"Cogenra Solar formerly SkyWatch Energy",,"Mountain View, California",94043,Solar,"California-based and founded by a former Applied Materials executive, Cogenra Solar is a stealth mode solar company.",,
"Coherent Inc",,"Santa Clara, California",95054,Solar,"US-based manufacturer of photonics-based equipments such as lasers and precision optics,in the solar industry, it provides edge isolation and lasers to structure amorphous silicon thin-film cells.",,
"Colexon Energy",,"Hamburg, Hamburg, Germany",20354,"Solar,Wind energy","Germany-based PV system integrator and solar and wind project developer.",,
"Colexon Solar Invest AS Formerly Renewagy AS",,"Virum, Denmark",DK-2830,"Solar,Wind energy","Denmark-based development and investment company that focuses on wind and solar PV project development.",,
"Colony Mills Limited",,"Lahore, Pakistan",,Solar,"Yarn manufacturer, plans to set up solar thermal plant.",,
"Colorado Cleantech Industries Association",,"United States,Golden, Colorado",,"Renewable Energy,Solar,Geothermal",,https://coloradocleantech.com,
"Colorado Solar Inc","38150 River Frontage Rd","New Castle, Colorado",81647,Solar,"Sells parts and packages for on and off-grid applications, also installs",http://www.cosolar.com/,"Rockies Area"
"Colorado State University Energy Institute","Colorado State University, Fort Collins, Colorado 80523 USA","Fort Collins, Colorado,United States",80523,"Bioenergy,Efficiency,Geothermal energy,Hydropower,Hydrogen,Renewable Energy,Solar,Wind energy",,https://energy.colostate.edu,
"Commercial Solar Ventures",,"Portland, Oregon",97205,Solar,"Portland based company that specializes in commercial scale solar installations throughout Oregon.",,
"Community Energy Inc","Three Radnor Corporate Center
100 Matsonford Road, Suite 300","Wayne, Pennsylvania,United States","PA 19087","Renewable Energy,Solar,Wind energy","CEI develops and invests in wind farms and solar farms in North East USA. It also markets the electricity it produces under the brand ""NewWind Energy"" to consumers.",http://www.communityenergyinc.com/,
"Companhia Energetica de Minas Gerais Cemig",,"Belo Horizonte, Minas Gerais, Brazil",,"Biomass,Efficiency,Hydropower,Hydrogen,Solar,Wind energy","Electric energy utility in Minas Gerais. Approximately 2.7% of their hydroelectricity is from dams under 50 MW. In addition to their established electricity and distribution business, they have Research and Development projects in Solar, Wind, Hydrogen, Fuel Cells, Efficiency and Biomass.",,
"Compound Solar Technology CompSolar",,"Jhunan, Taiwan",350,Solar,"Producer of glass-based high-concentration photovoltaic (HCPV) thin film solar cells made from gallium arsenide (GaAs) and multijunction solar cells",,
"Concentrating Solar Power Services CSP Services",,"Cologne, Germany",D-51143,Solar,"A spin-out of the DLR Institute of Technical Thermodynamics, providing consulting, due diligence and component testing for Solar Thermal Electricity Generation (STEG).",,
"Cone Drive Operations Inc",,"Traverse City, Michigan",49684,Solar,"US-based manufacturers of double enveloping worm gear technology. The company supplies azimuth and elevation drives for solar tracking applications.",,
"Conergy Canada",,"Edmonton, Alberta, Canada","T5S 2X3",Solar,"Canada-based manufacturer of solar products.",,
"Conergy Inc formerly Dankoff Solar Products Inc",,"Santa Fe, New Mexico","NM 87507",Solar,"Dankoff Solar Products is a wholesale-only distributor of photovoltaic system components, a manufacturer and importer of solar water pumps, and a supplier of solar heating components.",,
"Conergy SkyPower JV",,Canada,,Solar,"Canada-based solar project developer.",,
"Conergy, Inc.","2480 West 26th Avenue, Suite 2-B","Denver, Colorado",80211,Solar,"Renewable energy products and services",http://www.conergy.us/desktopdefault.aspx,"Rockies Area"
ConnectDER,"2001 Jefferson Davis Hwy, ste 403, Arlington, VA 22202","Arlington, Virginia,United States",22202,"Services,Solar",,https://connectder.com/,
"Conserval Systems Inc.","4242 Ridge Lea Road Unit 28","Buffalo, New York",14226,Solar,"solar air heating systems",http://www.solarwall.com,"Northeast - NY NJ CT PA Area"
"Conserval aka SolarWall",,"Toronto, Ontario, Canada",M3J2N5,Solar,"Makes solar passive heating and cooling products, and building-integrated PV products.",,
"Conservation Technologies","4804 Oneota St","Duluth, Minnesota",55807,Solar,"solar electric systems",http://www.conservtech.com/,
